ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
36,"Hello , is Sue there ?",You must have the wrong number .,What is the intended meaning of the target?,"[""This is not the Sue's number"", 'The number is wrong', 'You should change the number', 'You made a mistake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hello , is Sue there ?
Target sentence: You must have the wrong number .
Question: What is the intended meaning of the target?
Choices:

1. This is not the Sue's number
2. The number is wrong
3. You should change the number
4. You made a mistake
 The correct answer is:","[(""This is not the Sue's number"", 0.1838187426328659), ('The number is wrong', 0.4142419397830963), ('You should change the number', 0.26745471358299255), ('You made a mistake', 0.13448466360569)]","[(""This is not the Sue's number"", 0.5903478264808655), ('The number is wrong', 0.0622222013771534), ('You should change the number', 0.23118352890014648), ('You made a mistake', 0.11624637991189957)]",The number is wrong,This is not the Sue's number
37,Is Tom in ?,Wrong number .,What is the intended meaning of the target?,"[""This is not the Tom's number"", 'The number is wrong', 'You should change the number', 'You made a mistake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Is Tom in ?
Target sentence: Wrong number .
Question: What is the intended meaning of the target?
Choices:

1. This is not the Tom's number
2. The number is wrong
3. You should change the number
4. You made a mistake
 The correct answer is:","[(""This is not the Tom's number"", 0.18419620394706726), ('The number is wrong', 0.389943391084671), ('You should change the number', 0.34412384033203125), ('You made a mistake', 0.08173657208681107)]","[(""This is not the Tom's number"", 0.4998801648616791), ('The number is wrong', 0.23612666130065918), ('You should change the number', 0.15245483815670013), ('You made a mistake', 0.1115383431315422)]",The number is wrong,This is not the Tom's number
38,I'd like to talk to Mr . White please ?,He stepped out of the office for a little while,What is the intended meaning of the target?,"[""Mr White can't talk with you at the moment"", 'He is not in the office', 'The number is wrong', 'You made a mistake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I'd like to talk to Mr . White please ?
Target sentence: He stepped out of the office for a little while
Question: What is the intended meaning of the target?
Choices:

1. Mr White can't talk with you at the moment
2. He is not in the office
3. The number is wrong
4. You made a mistake
 The correct answer is:","[(""Mr White can't talk with you at the moment"", 0.21577787399291992), ('He is not in the office', 0.5865450501441956), ('The number is wrong', 0.10192624479532242), ('You made a mistake', 0.0957508459687233)]","[(""Mr White can't talk with you at the moment"", 0.29696977138519287), ('He is not in the office', 0.6797705888748169), ('The number is wrong', 0.005973782856017351), ('You made a mistake', 0.01728571392595768)]",He is not in the office,He is not in the office
39,Where are you going ? ,To the office . I'll be right back .,What is the intended meaning of the target?,"[""I'm going to the office"", 'I will be away for a short time', ""I'm leaving this place"", 'The office is near']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Where are you going ? 
Target sentence: To the office . I'll be right back .
Question: What is the intended meaning of the target?
Choices:

1. I'm going to the office
2. I will be away for a short time
3. I'm leaving this place
4. The office is near
 The correct answer is:","[(""I'm going to the office"", 0.3261420726776123), ('I will be away for a short time', 0.47453388571739197), (""I'm leaving this place"", 0.09344126284122467), ('The office is near', 0.10588282346725464)]","[(""I'm going to the office"", 0.6555596590042114), ('I will be away for a short time', 0.30013707280158997), (""I'm leaving this place"", 0.020424583926796913), ('The office is near', 0.023878758773207664)]",I will be away for a short time,I'm going to the office
40,I hate doing the damn laundry ,Watch your language .,What is the intended meaning of the target?,"['Your language is not polite', 'You should pay more attention to your language', 'You should express yourself better', 'You should use a more polite language']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I hate doing the damn laundry 
Target sentence: Watch your language .
Question: What is the intended meaning of the target?
Choices:

1. Your language is not polite
2. You should pay more attention to your language
3. You should express yourself better
4. You should use a more polite language
 The correct answer is:","[('Your language is not polite', 0.11960795521736145), ('You should pay more attention to your language', 0.32512813806533813), ('You should express yourself better', 0.08220526576042175), ('You should use a more polite language', 0.47305864095687866)]","[('Your language is not polite', 0.21444831788539886), ('You should pay more attention to your language', 0.45398709177970886), ('You should express yourself better', 0.03844846785068512), ('You should use a more polite language', 0.29311609268188477)]",You should use a more polite language,You should pay more attention to your language
41,My car has a problem starting. Could you please take a look at it for me?,No sweat . It ’ s a piece of cake .,What is the intended meaning of the target?,"['It will not be a problem to check your car', 'It will be easy', 'I will not sweat doing this', 'I will eat a piece of cake']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: My car has a problem starting. Could you please take a look at it for me?
Target sentence: No sweat . It ’ s a piece of cake .
Question: What is the intended meaning of the target?
Choices:

1. It will not be a problem to check your car
2. It will be easy
3. I will not sweat doing this
4. I will eat a piece of cake
 The correct answer is:","[('It will not be a problem to check your car', 0.28404900431632996), ('It will be easy', 0.23548489809036255), ('I will not sweat doing this', 0.3882489502429962), ('I will eat a piece of cake', 0.09221720695495605)]","[('It will not be a problem to check your car', 0.2538154125213623), ('It will be easy', 0.030313927680253983), ('I will not sweat doing this', 0.02592887543141842), ('I will eat a piece of cake', 0.6899418234825134)]",I will not sweat doing this,I will eat a piece of cake
42,Are you ready to leave ?,Give me a sec .,What is the intended meaning of the target?,"[""I'm not ready to leave yet"", 'I need more time', 'I need exactly one second', 'I need no more than one second']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Are you ready to leave ?
Target sentence: Give me a sec .
Question: What is the intended meaning of the target?
Choices:

1. I'm not ready to leave yet
2. I need more time
3. I need exactly one second
4. I need no more than one second
 The correct answer is:","[(""I'm not ready to leave yet"", 0.10852518677711487), ('I need more time', 0.24456527829170227), ('I need exactly one second', 0.5511363744735718), ('I need no more than one second', 0.0957731381058693)]","[(""I'm not ready to leave yet"", 0.6724236011505127), ('I need more time', 0.13661114871501923), ('I need exactly one second', 0.020949997007846832), ('I need no more than one second', 0.17001530528068542)]",I need exactly one second,I'm not ready to leave yet
43,It's your turn to go first .,I went first last time .,What is the intended meaning of the target?,"[""It's not my turn to go first"", 'I already went first', 'I will go second', 'I like going first']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: It's your turn to go first .
Target sentence: I went first last time .
Question: What is the intended meaning of the target?
Choices:

1. It's not my turn to go first
2. I already went first
3. I will go second
4. I like going first
 The correct answer is:","[(""It's not my turn to go first"", 0.23910243809223175), ('I already went first', 0.44670215249061584), ('I will go second', 0.12798231840133667), ('I like going first', 0.1862131506204605)]","[(""It's not my turn to go first"", 0.9558243751525879), ('I already went first', 0.007768477313220501), ('I will go second', 0.020467212423682213), ('I like going first', 0.015939880162477493)]",I already went first,It's not my turn to go first
44,Let's eat out .,Why not ?,What is the intended meaning of the target?,"[""Yes, let's do it"", ""There's no reason not to"", ""I don't understand your opinion"", ""I don't understand why you are against it""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Let's eat out .
Target sentence: Why not ?
Question: What is the intended meaning of the target?
Choices:

1. Yes, let's do it
2. There's no reason not to
3. I don't understand your opinion
4. I don't understand why you are against it
 The correct answer is:","[(""Yes, let's do it"", 0.12770743668079376), (""There's no reason not to"", 0.6903798580169678), (""I don't understand your opinion"", 0.08245411515235901), (""I don't understand why you are against it"", 0.09945865720510483)]","[(""Yes, let's do it"", 0.4945749342441559), (""There's no reason not to"", 0.13950125873088837), (""I don't understand your opinion"", 0.10530108213424683), (""I don't understand why you are against it"", 0.26062268018722534)]",There's no reason not to,"Yes, let's do it"
45,Why aren't you going out ?,It's raining cats and dogs .,What is the intended meaning of the target?,"[""I can't go out because it's raining"", ""It's raining a lot"", 'The weather is not nice', 'There are a lot of pets']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Why aren't you going out ?
Target sentence: It's raining cats and dogs .
Question: What is the intended meaning of the target?
Choices:

1. I can't go out because it's raining
2. It's raining a lot
3. The weather is not nice
4. There are a lot of pets
 The correct answer is:","[(""I can't go out because it's raining"", 0.49159201979637146), (""It's raining a lot"", 0.263130247592926), ('The weather is not nice', 0.07538808137178421), ('There are a lot of pets', 0.1698896586894989)]","[(""I can't go out because it's raining"", 0.725735604763031), (""It's raining a lot"", 0.08142527937889099), ('The weather is not nice', 0.030905548483133316), ('There are a lot of pets', 0.1619335114955902)]",I can't go out because it's raining,I can't go out because it's raining
46,What are you doing tomorrow ?,I'm going to work .,What is the intended meaning of the target?,"['Tomorrow I will work', 'I have a work', 'I have to work', 'I like to work']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What are you doing tomorrow ?
Target sentence: I'm going to work .
Question: What is the intended meaning of the target?
Choices:

1. Tomorrow I will work
2. I have a work
3. I have to work
4. I like to work
 The correct answer is:","[('Tomorrow I will work', 0.34746095538139343), ('I have a work', 0.39372485876083374), ('I have to work', 0.18598245084285736), ('I like to work', 0.07283177971839905)]","[('Tomorrow I will work', 0.4491084814071655), ('I have a work', 0.12867173552513123), ('I have to work', 0.11355240643024445), ('I like to work', 0.30866745114326477)]",I have a work,Tomorrow I will work
47,What time will you be home ?,Around 6 o'clock .,What is the intended meaning of the target?,"[""I will be home at 6 o' clock"", ""It's 6 o'clock"", ""It's not exactly 6 o'clock"", ""I don't know what time is it""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What time will you be home ?
Target sentence: Around 6 o'clock .
Question: What is the intended meaning of the target?
Choices:

1. I will be home at 6 o' clock
2. It's 6 o'clock
3. It's not exactly 6 o'clock
4. I don't know what time is it
 The correct answer is:","[(""I will be home at 6 o' clock"", 0.2913322150707245), (""It's 6 o'clock"", 0.25709977746009827), (""It's not exactly 6 o'clock"", 0.3301226496696472), (""I don't know what time is it"", 0.12144533544778824)]","[(""I will be home at 6 o' clock"", 0.6652477383613586), (""It's 6 o'clock"", 0.08457676321268082), (""It's not exactly 6 o'clock"", 0.16820096969604492), (""I don't know what time is it"", 0.08197460323572159)]",It's not exactly 6 o'clock,I will be home at 6 o' clock
48,What did you do today ?,Played poker with my work friends .,What is the intended meaning of the target?,"['Today I played poker with my work friends', 'I spent time with my work friends', 'I have work friends', 'I like spending time with my work friends']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What did you do today ?
Target sentence: Played poker with my work friends .
Question: What is the intended meaning of the target?
Choices:

1. Today I played poker with my work friends
2. I spent time with my work friends
3. I have work friends
4. I like spending time with my work friends
 The correct answer is:","[('Today I played poker with my work friends', 0.5065036416053772), ('I spent time with my work friends', 0.22475962340831757), ('I have work friends', 0.09369375556707382), ('I like spending time with my work friends', 0.175042986869812)]","[('Today I played poker with my work friends', 0.7668222784996033), ('I spent time with my work friends', 0.07132558524608612), ('I have work friends', 0.0011174004757776856), ('I like spending time with my work friends', 0.16073468327522278)]",Today I played poker with my work friends,Today I played poker with my work friends
49,Hang out the clothes .,But it's raining .,What is the intended meaning of the target?,"[""I can't hang out the clothes because it's raining and the clothes would get wet"", ""It's not a sunny day"", 'The weather is not nice', ""I don't like rain""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hang out the clothes .
Target sentence: But it's raining .
Question: What is the intended meaning of the target?
Choices:

1. I can't hang out the clothes because it's raining and the clothes would get wet
2. It's not a sunny day
3. The weather is not nice
4. I don't like rain
 The correct answer is:","[(""I can't hang out the clothes because it's raining and the clothes would get wet"", 0.6780405044555664), (""It's not a sunny day"", 0.19426186382770538), ('The weather is not nice', 0.03593483194708824), (""I don't like rain"", 0.09176280349493027)]","[(""I can't hang out the clothes because it's raining and the clothes would get wet"", 0.771541178226471), (""It's not a sunny day"", 0.16948510706424713), ('The weather is not nice', 0.03841277211904526), (""I don't like rain"", 0.02056087553501129)]",I can't hang out the clothes because it's raining and the clothes would get wet,I can't hang out the clothes because it's raining and the clothes would get wet
50,Why did you stay home today ?,I'm off today .,What is the intended meaning of the target?,"[""I stayed home because I'm not working today"", ""I'm not working today"", ""I'm sick"", ""I'm going out""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Why did you stay home today ?
Target sentence: I'm off today .
Question: What is the intended meaning of the target?
Choices:

1. I stayed home because I'm not working today
2. I'm not working today
3. I'm sick
4. I'm going out
 The correct answer is:","[(""I stayed home because I'm not working today"", 0.19656632840633392), (""I'm not working today"", 0.6445161700248718), (""I'm sick"", 0.076976478099823), (""I'm going out"", 0.08194103837013245)]","[(""I stayed home because I'm not working today"", 0.7710440754890442), (""I'm not working today"", 0.09208808094263077), (""I'm sick"", 0.01099835243076086), (""I'm going out"", 0.125869482755661)]",I'm not working today,I stayed home because I'm not working today
51,You just ran a red light .,Did I ?,What is the intended meaning of the target?,"[""I didn't notice the red light"", ""I don't know what I did"", 'Could you explain me What I did?', 'I know exactly what I did']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: You just ran a red light .
Target sentence: Did I ?
Question: What is the intended meaning of the target?
Choices:

1. I didn't notice the red light
2. I don't know what I did
3. Could you explain me What I did?
4. I know exactly what I did
 The correct answer is:","[(""I didn't notice the red light"", 0.16292238235473633), (""I don't know what I did"", 0.20919649302959442), ('Could you explain me What I did?', 0.23705068230628967), ('I know exactly what I did', 0.39083048701286316)]","[(""I didn't notice the red light"", 0.5564550161361694), (""I don't know what I did"", 0.3271230161190033), ('Could you explain me What I did?', 0.04567660763859749), ('I know exactly what I did', 0.0707453191280365)]",I know exactly what I did,I didn't notice the red light
52,Why are you shivering ?,It's freezing .,What is the intended meaning of the target?,"['I am cold', 'The weather is cold', 'The weather is sunny', 'I am making ice cream']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Why are you shivering ?
Target sentence: It's freezing .
Question: What is the intended meaning of the target?
Choices:

1. I am cold
2. The weather is cold
3. The weather is sunny
4. I am making ice cream
 The correct answer is:","[('I am cold', 0.29220837354660034), ('The weather is cold', 0.6186051368713379), ('The weather is sunny', 0.06520050019025803), ('I am making ice cream', 0.02398592419922352)]","[('I am cold', 0.28507372736930847), ('The weather is cold', 0.22906316816806793), ('The weather is sunny', 0.1082017794251442), ('I am making ice cream', 0.3776613175868988)]",The weather is cold,I am making ice cream
53,How can I get to Lakeside Park ?,Take the No . 7 bus . There's a bus stop just over there,What is the intended meaning of the target?,"['The bus no 7 stops near Lakeside Park', 'You should take the bus no 7', 'You should take the bus', 'Taking the bus is better than walking']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How can I get to Lakeside Park ?
Target sentence: Take the No . 7 bus . There's a bus stop just over there
Question: What is the intended meaning of the target?
Choices:

1. The bus no 7 stops near Lakeside Park
2. You should take the bus no 7
3. You should take the bus
4. Taking the bus is better than walking
 The correct answer is:","[('The bus no 7 stops near Lakeside Park', 0.23180831968784332), ('You should take the bus no 7', 0.49073824286460876), ('You should take the bus', 0.19217585027217865), ('Taking the bus is better than walking', 0.08527752012014389)]","[('The bus no 7 stops near Lakeside Park', 0.3879840075969696), ('You should take the bus no 7', 0.11115927994251251), ('You should take the bus', 0.03285862132906914), ('Taking the bus is better than walking', 0.46799805760383606)]",You should take the bus no 7,Taking the bus is better than walking
54,Hello . Excuse me . Do you know if there's a Commercial Bank around here ?,Go straight and turn right. It's just a couple of minutes far,What is the intended meaning of the target?,"['The Commercial Bank is a couple of minutes far', 'It will take couple of minutes to reach the place', 'You should walk for a couple of minutes', 'The place you want to reach is far']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hello . Excuse me . Do you know if there's a Commercial Bank around here ?
Target sentence: Go straight and turn right. It's just a couple of minutes far
Question: What is the intended meaning of the target?
Choices:

1. The Commercial Bank is a couple of minutes far
2. It will take couple of minutes to reach the place
3. You should walk for a couple of minutes
4. The place you want to reach is far
 The correct answer is:","[('The Commercial Bank is a couple of minutes far', 0.271920770406723), ('It will take couple of minutes to reach the place', 0.39564236998558044), ('You should walk for a couple of minutes', 0.1868882179260254), ('The place you want to reach is far', 0.14554870128631592)]","[('The Commercial Bank is a couple of minutes far', 0.6394327282905579), ('It will take couple of minutes to reach the place', 0.1616739183664322), ('You should walk for a couple of minutes', 0.1616739183664322), ('The place you want to reach is far', 0.037219446152448654)]",It will take couple of minutes to reach the place,The Commercial Bank is a couple of minutes far
55,Where can I get a good novel ?,There's a bookstore just across the street .,What is the intended meaning of the target?,"['The bookstore sells good novels', 'The bookstore is near', 'You should cross the street to reach the bookstore', 'The bookstore is open']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Where can I get a good novel ?
Target sentence: There's a bookstore just across the street .
Question: What is the intended meaning of the target?
Choices:

1. The bookstore sells good novels
2. The bookstore is near
3. You should cross the street to reach the bookstore
4. The bookstore is open
 The correct answer is:","[('The bookstore sells good novels', 0.24886775016784668), ('The bookstore is near', 0.41031354665756226), ('You should cross the street to reach the bookstore', 0.26491832733154297), ('The bookstore is open', 0.0759003758430481)]","[('The bookstore sells good novels', 0.053612448275089264), ('The bookstore is near', 0.04307881370186806), ('You should cross the street to reach the bookstore', 0.8386397957801819), ('The bookstore is open', 0.06466896086931229)]",The bookstore is near,You should cross the street to reach the bookstore
56,"That'll be eight dollars , please .",Here's ten . Keep the change .,What is the intended meaning of the target?,"['You can keep two dollars', 'You can keep the change on ten dollars', ""There's a change on ten dollars"", 'The bill is less than ten dollars']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: That'll be eight dollars , please .
Target sentence: Here's ten . Keep the change .
Question: What is the intended meaning of the target?
Choices:

1. You can keep two dollars
2. You can keep the change on ten dollars
3. There's a change on ten dollars
4. The bill is less than ten dollars
 The correct answer is:","[('You can keep two dollars', 0.12795652449131012), ('You can keep the change on ten dollars', 0.4466121196746826), (""There's a change on ten dollars"", 0.3478218615055084), ('The bill is less than ten dollars', 0.07760954648256302)]","[('You can keep two dollars', 0.03132428601384163), ('You can keep the change on ten dollars', 0.36986708641052246), (""There's a change on ten dollars"", 0.12388996034860611), ('The bill is less than ten dollars', 0.4749187231063843)]",You can keep the change on ten dollars,The bill is less than ten dollars
57,"Jenny , you're too lazy . You should do some exercise .See , you're getting fat .","Dad , it's raining outside .",What is the intended meaning of the target?,"['Jenny uses the rain excuse not to exercise', ""It's not a sunny day"", 'The weather is not nice', ""The dad didn't notice the rain""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Jenny , you're too lazy . You should do some exercise .See , you're getting fat .
Target sentence: Dad , it's raining outside .
Question: What is the intended meaning of the target?
Choices:

1. Jenny uses the rain excuse not to exercise
2. It's not a sunny day
3. The weather is not nice
4. The dad didn't notice the rain
 The correct answer is:","[('Jenny uses the rain excuse not to exercise', 0.37815114855766296), (""It's not a sunny day"", 0.14808611571788788), ('The weather is not nice', 0.0956115797162056), (""The dad didn't notice the rain"", 0.37815114855766296)]","[('Jenny uses the rain excuse not to exercise', 0.1313776671886444), (""It's not a sunny day"", 0.519608736038208), ('The weather is not nice', 0.06205841526389122), (""The dad didn't notice the rain"", 0.28695520758628845)]",Jenny uses the rain excuse not to exercise,It's not a sunny day
58,May I have a cookie ?,Help yourself .,What is the intended meaning of the target?,"['Yes, you can take a cookie', 'Do it yourself', ""You don't need help"", 'You should look after yourself']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: May I have a cookie ?
Target sentence: Help yourself .
Question: What is the intended meaning of the target?
Choices:

1. Yes, you can take a cookie
2. Do it yourself
3. You don't need help
4. You should look after yourself
 The correct answer is:","[('Yes, you can take a cookie', 0.21359778940677643), ('Do it yourself', 0.6180656552314758), (""You don't need help"", 0.05400597304105759), ('You should look after yourself', 0.11433065682649612)]","[('Yes, you can take a cookie', 0.8189801573753357), ('Do it yourself', 0.044782157987356186), (""You don't need help"", 0.129581481218338), ('You should look after yourself', 0.0066562737338244915)]",Do it yourself,"Yes, you can take a cookie"
59,What does this word mean ?,Look it up in the dictionary .,What is the intended meaning of the target?,"['You will find the meaning of the word in the dictionary', 'You should consult the dictionary', 'You have a dictionary', 'You should read the whole dictionary']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What does this word mean ?
Target sentence: Look it up in the dictionary .
Question: What is the intended meaning of the target?
Choices:

1. You will find the meaning of the word in the dictionary
2. You should consult the dictionary
3. You have a dictionary
4. You should read the whole dictionary
 The correct answer is:","[('You will find the meaning of the word in the dictionary', 0.3691350817680359), ('You should consult the dictionary', 0.3691350817680359), ('You have a dictionary', 0.19758377969264984), ('You should read the whole dictionary', 0.06414605677127838)]","[('You will find the meaning of the word in the dictionary', 0.9291224479675293), ('You should consult the dictionary', 0.015017865225672722), ('You have a dictionary', 0.037169571965932846), ('You should read the whole dictionary', 0.018690036609768867)]",You will find the meaning of the word in the dictionary,You will find the meaning of the word in the dictionary
60,"Mom , I don't feel well .",Let me take your temperature .,What is the intended meaning of the target?,"['I want to check if you have a fever', 'I want to check your temperature', 'I want to help you', ""I don't know what your temperature is""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , I don't feel well .
Target sentence: Let me take your temperature .
Question: What is the intended meaning of the target?
Choices:

1. I want to check if you have a fever
2. I want to check your temperature
3. I want to help you
4. I don't know what your temperature is
 The correct answer is:","[('I want to check if you have a fever', 0.2389828860759735), ('I want to check your temperature', 0.4752742052078247), ('I want to help you', 0.18612004816532135), (""I don't know what your temperature is"", 0.09962288290262222)]","[('I want to check if you have a fever', 0.6534643173217773), ('I want to check your temperature', 0.08843677490949631), ('I want to help you', 0.028711218386888504), (""I don't know what your temperature is"", 0.229387566447258)]",I want to check your temperature,I want to check if you have a fever
61,are some of the onions in the kitchen,Jacob said he left four there,What is the intended meaning of the target?,"['Jacob left four of the onions in the kitchen', 'Jacob was not in the kitchen', 'I am not sure how many onions are in the kitchen', 'all of the onions are in the kitchen']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: are some of the onions in the kitchen
Target sentence: Jacob said he left four there
Question: What is the intended meaning of the target?
Choices:

1. Jacob left four of the onions in the kitchen
2. Jacob was not in the kitchen
3. I am not sure how many onions are in the kitchen
4. all of the onions are in the kitchen
 The correct answer is:","[('Jacob left four of the onions in the kitchen', 0.345206618309021), ('Jacob was not in the kitchen', 0.22288215160369873), ('I am not sure how many onions are in the kitchen', 0.16306406259536743), ('all of the onions are in the kitchen', 0.26884719729423523)]","[('Jacob left four of the onions in the kitchen', 0.5428798198699951), ('Jacob was not in the kitchen', 0.07699672877788544), ('I am not sure how many onions are in the kitchen', 0.20929881930351257), ('all of the onions are in the kitchen', 0.17082470655441284)]",Jacob left four of the onions in the kitchen,Jacob left four of the onions in the kitchen
62,how many pears are in the cellar,two or three,What is the intended meaning of the target?,"['I am not sure how many pears are in the cellar', 'some of the pears are in the cellar', 'three of the pears are in the cellar', 'all of the pears are in the cellar']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: how many pears are in the cellar
Target sentence: two or three
Question: What is the intended meaning of the target?
Choices:

1. I am not sure how many pears are in the cellar
2. some of the pears are in the cellar
3. three of the pears are in the cellar
4. all of the pears are in the cellar
 The correct answer is:","[('I am not sure how many pears are in the cellar', 0.13392437994480133), ('some of the pears are in the cellar', 0.30180326104164124), ('three of the pears are in the cellar', 0.41251614689826965), ('all of the pears are in the cellar', 0.15175621211528778)]","[('I am not sure how many pears are in the cellar', 0.44164031744003296), ('some of the pears are in the cellar', 0.15995152294635773), ('three of the pears are in the cellar', 0.2637154757976532), ('all of the pears are in the cellar', 0.1346926987171173)]",three of the pears are in the cellar,I am not sure how many pears are in the cellar
63,where did you see Ava,she journeyed to the garden or the garage,What is the intended meaning of the target?,"['I am not sure where Ava was', 'she was in the garden or the garage', ""I don't know"", 'I was in the garden']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: where did you see Ava
Target sentence: she journeyed to the garden or the garage
Question: What is the intended meaning of the target?
Choices:

1. I am not sure where Ava was
2. she was in the garden or the garage
3. I don't know
4. I was in the garden
 The correct answer is:","[('I am not sure where Ava was', 0.17380578815937042), ('she was in the garden or the garage', 0.5698872208595276), (""I don't know"", 0.09303153306245804), ('I was in the garden', 0.16327542066574097)]","[('I am not sure where Ava was', 0.06865207105875015), ('she was in the garden or the garage', 0.5748167634010315), (""I don't know"", 0.16991551220417023), ('I was in the garden', 0.18661567568778992)]",she was in the garden or the garage,she was in the garden or the garage
64,where can I find the melons,Jacob and I left them in the kitchen,What is the intended meaning of the target?,"['Jacob and I left the melons in the kitchen together', 'I was with Jacob', 'I was in the kitchen', 'I am in the kitchen']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: where can I find the melons
Target sentence: Jacob and I left them in the kitchen
Question: What is the intended meaning of the target?
Choices:

1. Jacob and I left the melons in the kitchen together
2. I was with Jacob
3. I was in the kitchen
4. I am in the kitchen
 The correct answer is:","[('Jacob and I left the melons in the kitchen together', 0.2546240985393524), ('I was with Jacob', 0.12027589976787567), ('I was in the kitchen', 0.3704758584499359), ('I am in the kitchen', 0.2546240985393524)]","[('Jacob and I left the melons in the kitchen together', 0.6803237199783325), ('I was with Jacob', 0.008835862390697002), ('I was in the kitchen', 0.22434695065021515), ('I am in the kitchen', 0.08649346232414246)]",I was in the kitchen,Jacob and I left the melons in the kitchen together
