ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
26,How can I help you?,We have to go to a birthday party tonight and we don't know what to wear,What is the intended meaning of the target?,"['You could help us find something to wear tonight.', 'We need to find something to wear tonight', 'The birthday party has a dress code', ""We don't need your help""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How can I help you?
Target sentence: We have to go to a birthday party tonight and we don't know what to wear
Question: What is the intended meaning of the target?
Choices:

1. You could help us find something to wear tonight.
2. We need to find something to wear tonight
3. The birthday party has a dress code
4. We don't need your help
 The correct answer is:","[('You could help us find something to wear tonight.', 0.24140483140945435), ('We need to find something to wear tonight', 0.48009082674980164), ('The birthday party has a dress code', 0.2001316249370575), (""We don't need your help"", 0.07837267220020294)]","[('You could help us find something to wear tonight.', 0.2893131673336029), ('We need to find something to wear tonight', 0.2474626749753952), ('The birthday party has a dress code', 0.31774836778640747), (""We don't need your help"", 0.14547580480575562)]",We need to find something to wear tonight,The birthday party has a dress code
27,I buy a computer magazine every month . It keeps me up-to date with all the latest developments .,I'd like to read some of them,What is the intended meaning of the target?,"['I would like you to lend me some of them', 'I would also like to read some computer magazines', 'I like computer mahazines', ""I'll buy some computer magazines too""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I buy a computer magazine every month . It keeps me up-to date with all the latest developments .
Target sentence: I'd like to read some of them
Question: What is the intended meaning of the target?
Choices:

1. I would like you to lend me some of them
2. I would also like to read some computer magazines
3. I like computer mahazines
4. I'll buy some computer magazines too
 The correct answer is:","[('I would like you to lend me some of them', 0.43521514534950256), ('I would also like to read some computer magazines', 0.23295389115810394), ('I like computer mahazines', 0.18142466247081757), (""I'll buy some computer magazines too"", 0.15040633082389832)]","[('I would like you to lend me some of them', 0.18995092809200287), ('I would also like to read some computer magazines', 0.7281562685966492), ('I like computer mahazines', 0.0027095042169094086), (""I'll buy some computer magazines too"", 0.07918332517147064)]",I would like you to lend me some of them,I would also like to read some computer magazines
28,"Mom, can I go out with my friends?",Your room is still dirty and I certainly won't be the one to clean it,What is the intended meaning of the target?,"['I want you to clean the room', ""You can't go out with friends"", 'Your room must be clean', 'Your friends will help you clean the room']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom, can I go out with my friends?
Target sentence: Your room is still dirty and I certainly won't be the one to clean it
Question: What is the intended meaning of the target?
Choices:

1. I want you to clean the room
2. You can't go out with friends
3. Your room must be clean
4. Your friends will help you clean the room
 The correct answer is:","[('I want you to clean the room', 0.21990807354450226), (""You can't go out with friends"", 0.13338099420070648), ('Your room must be clean', 0.1511404663324356), ('Your friends will help you clean the room', 0.49557048082351685)]","[('I want you to clean the room', 0.17017421126365662), (""You can't go out with friends"", 0.19283264875411987), ('Your room must be clean', 0.04302678257226944), ('Your friends will help you clean the room', 0.5939663648605347)]",Your friends will help you clean the room,Your friends will help you clean the room
29,How about we move in together?,I'm still waiting for your marriage proposal,What is the intended meaning of the target?,"['I want you to propose to me', 'I want to marry you', ""I don't want to live with you"", ""I don't want to marry you""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: How about we move in together?
Target sentence: I'm still waiting for your marriage proposal
Question: What is the intended meaning of the target?
Choices:

1. I want you to propose to me
2. I want to marry you
3. I don't want to live with you
4. I don't want to marry you
 The correct answer is:","[('I want you to propose to me', 0.3488968014717102), ('I want to marry you', 0.3953518867492676), (""I don't want to live with you"", 0.05695584416389465), (""I don't want to marry you"", 0.1987954080104828)]","[('I want you to propose to me', 0.31990358233451843), ('I want to marry you', 0.18227557837963104), (""I don't want to live with you"", 0.20654527842998505), (""I don't want to marry you"", 0.2912755310535431)]",I want to marry you,I want you to propose to me
30,Let's go pay the bill,"I forgot my wallet, but I will give you the money back as soon as we get home",What is the intended meaning of the target?,"['I would like you to lend me the money', 'I would like you to pay for me', ""I can't pay because I don't have money"", ""I don't want to pay""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Let's go pay the bill
Target sentence: I forgot my wallet, but I will give you the money back as soon as we get home
Question: What is the intended meaning of the target?
Choices:

1. I would like you to lend me the money
2. I would like you to pay for me
3. I can't pay because I don't have money
4. I don't want to pay
 The correct answer is:","[('I would like you to lend me the money', 0.2925894558429718), ('I would like you to pay for me', 0.2925894558429718), (""I can't pay because I don't have money"", 0.2582092881202698), (""I don't want to pay"", 0.1566118597984314)]","[('I would like you to lend me the money', 0.20165127515792847), ('I would like you to pay for me', 0.2843738794326782), (""I can't pay because I don't have money"", 0.31232360005378723), (""I don't want to pay"", 0.20165127515792847)]",I would like you to lend me the money,I can't pay because I don't have money
31,It was a pleasure meeting you in person,"I'd like to see you again, but I don't have your number",What is the intended meaning of the target?,"['I would like you to give me your number', ""I can't call you because I don't have your number"", 'I lost your number', ""I don't want to see you anymore""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: It was a pleasure meeting you in person
Target sentence: I'd like to see you again, but I don't have your number
Question: What is the intended meaning of the target?
Choices:

1. I would like you to give me your number
2. I can't call you because I don't have your number
3. I lost your number
4. I don't want to see you anymore
 The correct answer is:","[('I would like you to give me your number', 0.6360141634941101), (""I can't call you because I don't have your number"", 0.2339765429496765), ('I lost your number', 0.06703539937734604), (""I don't want to see you anymore"", 0.06297393143177032)]","[('I would like you to give me your number', 0.1717763990163803), (""I can't call you because I don't have your number"", 0.6584861874580383), ('I lost your number', 0.0032460649963468313), (""I don't want to see you anymore"", 0.16649137437343597)]",I would like you to give me your number,I can't call you because I don't have your number
32,I think our relationship is going very well,It would be nice if you knew your parents at this point,What is the intended meaning of the target?,"['I would like you to introduce me to your parents', ""I haven't met your parents yet"", 'You should have already introduced your parents to me', ""I don't want to met your parents""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I think our relationship is going very well
Target sentence: It would be nice if you knew your parents at this point
Question: What is the intended meaning of the target?
Choices:

1. I would like you to introduce me to your parents
2. I haven't met your parents yet
3. You should have already introduced your parents to me
4. I don't want to met your parents
 The correct answer is:","[('I would like you to introduce me to your parents', 0.32412055134773254), (""I haven't met your parents yet"", 0.36727669835090637), ('You should have already introduced your parents to me', 0.17348922789096832), (""I don't want to met your parents"", 0.13511355221271515)]","[('I would like you to introduce me to your parents', 0.5239362120628357), (""I haven't met your parents yet"", 0.28485918045043945), ('You should have already introduced your parents to me', 0.10156966745853424), (""I don't want to met your parents"", 0.08963491767644882)]",I haven't met your parents yet,I would like you to introduce me to your parents
33,"Welcome to dinner, enjoy the steak","Sorry Jane, but I don't see the salt",What is the intended meaning of the target?,"['I would like you to give me salt', ""I don't know where is the salt"", 'I would like more salt on the steak', 'I like steak without salt']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Welcome to dinner, enjoy the steak
Target sentence: Sorry Jane, but I don't see the salt
Question: What is the intended meaning of the target?
Choices:

1. I would like you to give me salt
2. I don't know where is the salt
3. I would like more salt on the steak
4. I like steak without salt
 The correct answer is:","[('I would like you to give me salt', 0.22418086230754852), (""I don't know where is the salt"", 0.1978389173746109), ('I would like more salt on the steak', 0.5051993727684021), ('I like steak without salt', 0.07278087735176086)]","[('I would like you to give me salt', 0.06632159650325775), (""I don't know where is the salt"", 0.38165444135665894), ('I would like more salt on the steak', 0.5216597318649292), ('I like steak without salt', 0.03036423772573471)]",I would like more salt on the steak,I would like more salt on the steak
34,He's been sitting in his room everyday for the last 4 days .,Maybe it would help him to know some of your friends,What is the intended meaning of the target?,"['You should introduce him to some of your friends', 'He should have more friends', 'He has no friends', 'He is depressed']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: He's been sitting in his room everyday for the last 4 days .
Target sentence: Maybe it would help him to know some of your friends
Question: What is the intended meaning of the target?
Choices:

1. You should introduce him to some of your friends
2. He should have more friends
3. He has no friends
4. He is depressed
 The correct answer is:","[('You should introduce him to some of your friends', 0.29776808619499207), ('He should have more friends', 0.21785180270671844), ('He has no friends', 0.2046528160572052), ('He is depressed', 0.2797272205352783)]","[('You should introduce him to some of your friends', 0.8976395726203918), ('He should have more friends', 0.041983164846897125), ('He has no friends', 0.04757315292954445), ('He is depressed', 0.012804140336811543)]",You should introduce him to some of your friends,You should introduce him to some of your friends
35,He's been sitting in his room everyday for the last 4 days .,Maybe it would help him to know some of your friends,What is the intended meaning of the target?,"['You should introduce him to some of your friends', 'He should have more friends', 'He has no friends', 'He is depressed']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: He's been sitting in his room everyday for the last 4 days .
Target sentence: Maybe it would help him to know some of your friends
Question: What is the intended meaning of the target?
Choices:

1. You should introduce him to some of your friends
2. He should have more friends
3. He has no friends
4. He is depressed
 The correct answer is:","[('You should introduce him to some of your friends', 0.29776808619499207), ('He should have more friends', 0.21785180270671844), ('He has no friends', 0.2046528160572052), ('He is depressed', 0.2797272205352783)]","[('You should introduce him to some of your friends', 0.8976395726203918), ('He should have more friends', 0.041983164846897125), ('He has no friends', 0.04757315292954445), ('He is depressed', 0.012804140336811543)]",You should introduce him to some of your friends,You should introduce him to some of your friends
36,You told me you needed help,"I have to go to the supermarket, but I don't know who to leave the baby with and I can't take him with me",What is the intended meaning of the target?,"[""I would like you to hold the baby while I'm at the grocery store"", ""I can't leave the baby alone"", 'I would like you to come with me to the supermarket', 'The child is not allowed in the supermarket']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: You told me you needed help
Target sentence: I have to go to the supermarket, but I don't know who to leave the baby with and I can't take him with me
Question: What is the intended meaning of the target?
Choices:

1. I would like you to hold the baby while I'm at the grocery store
2. I can't leave the baby alone
3. I would like you to come with me to the supermarket
4. The child is not allowed in the supermarket
 The correct answer is:","[(""I would like you to hold the baby while I'm at the grocery store"", 0.38882339000701904), (""I can't leave the baby alone"", 0.28446927666664124), ('I would like you to come with me to the supermarket', 0.14304013550281525), ('The child is not allowed in the supermarket', 0.1836671531200409)]","[(""I would like you to hold the baby while I'm at the grocery store"", 0.23469865322113037), (""I can't leave the baby alone"", 0.2071208357810974), ('I would like you to come with me to the supermarket', 0.452393501996994), ('The child is not allowed in the supermarket', 0.10578697174787521)]",I would like you to hold the baby while I'm at the grocery store,I would like you to come with me to the supermarket
37,Do you know what Katy told me?,"Oh come on, don't keep it a secret",What is the intended meaning of the target?,"['I wish you would tell me what Katie said', ""I don't know what Katy said"", 'What Katy told you is a secret', ""You can't keep secrets""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Do you know what Katy told me?
Target sentence: Oh come on, don't keep it a secret
Question: What is the intended meaning of the target?
Choices:

1. I wish you would tell me what Katie said
2. I don't know what Katy said
3. What Katy told you is a secret
4. You can't keep secrets
 The correct answer is:","[('I wish you would tell me what Katie said', 0.2445748895406723), (""I don't know what Katy said"", 0.21583659946918488), ('What Katy told you is a secret', 0.2950136363506317), (""You can't keep secrets"", 0.2445748895406723)]","[('I wish you would tell me what Katie said', 0.18741177022457123), (""I don't know what Katy said"", 0.542293906211853), ('What Katy told you is a secret', 0.24064145982265472), (""You can't keep secrets"", 0.029652845114469528)]",What Katy told you is a secret,I don't know what Katy said
38,Where should I sit ?,The back seat is free,What is the intended meaning of the target?,"['I would like you to sit in the back seat', 'No one is sitting in the back seat', 'It is forbidden to sit in the back seat', 'There is no space to sit']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Where should I sit ?
Target sentence: The back seat is free
Question: What is the intended meaning of the target?
Choices:

1. I would like you to sit in the back seat
2. No one is sitting in the back seat
3. It is forbidden to sit in the back seat
4. There is no space to sit
 The correct answer is:","[('I would like you to sit in the back seat', 0.14815381169319153), ('No one is sitting in the back seat', 0.7068023085594177), ('It is forbidden to sit in the back seat', 0.0657428577542305), ('There is no space to sit', 0.07930102199316025)]","[('I would like you to sit in the back seat', 0.41210174560546875), ('No one is sitting in the back seat', 0.431878924369812), ('It is forbidden to sit in the back seat', 0.14925336837768555), ('There is no space to sit', 0.0067658997140824795)]",No one is sitting in the back seat,No one is sitting in the back seat
39,Next Saturday we will take a trip to the beach,Oh I would love to go to the beach next Saturday,What is the intended meaning of the target?,"['I would like you to invite me to come with you', ""I'm also going to the beach next Saturday"", 'I like the sea', 'I always go to the beach on Saturdays']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Next Saturday we will take a trip to the beach
Target sentence: Oh I would love to go to the beach next Saturday
Question: What is the intended meaning of the target?
Choices:

1. I would like you to invite me to come with you
2. I'm also going to the beach next Saturday
3. I like the sea
4. I always go to the beach on Saturdays
 The correct answer is:","[('I would like you to invite me to come with you', 0.2230968475341797), (""I'm also going to the beach next Saturday"", 0.41679975390434265), ('I like the sea', 0.19688226282596588), ('I always go to the beach on Saturdays', 0.16322112083435059)]","[('I would like you to invite me to come with you', 0.21483321487903595), (""I'm also going to the beach next Saturday"", 0.5153580904006958), ('I like the sea', 0.0065895626321434975), ('I always go to the beach on Saturdays', 0.2632191479206085)]",I'm also going to the beach next Saturday,I'm also going to the beach next Saturday
40,I ask you to sign the contract,"Perfect, but I didn't bring the pen",What is the intended meaning of the target?,"['I wish you would give me a pen', 'I forgot my pen', ""I can't sign the contract"", ""I don't want to sign the contract""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I ask you to sign the contract
Target sentence: Perfect, but I didn't bring the pen
Question: What is the intended meaning of the target?
Choices:

1. I wish you would give me a pen
2. I forgot my pen
3. I can't sign the contract
4. I don't want to sign the contract
 The correct answer is:","[('I wish you would give me a pen', 0.4074767529964447), ('I forgot my pen', 0.4074767529964447), (""I can't sign the contract"", 0.10967088490724564), (""I don't want to sign the contract"", 0.07537562400102615)]","[('I wish you would give me a pen', 0.1743832677602768), ('I forgot my pen', 0.010150322690606117), (""I can't sign the contract"", 0.31087177991867065), (""I don't want to sign the contract"", 0.5045946836471558)]",I wish you would give me a pen,I don't want to sign the contract
