ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
29,Are you ready to leave ?,Give me a sec .,What is the intended meaning of the target?,"['I need more time', 'I need exactly one second', 'I need no more than one second', ""I'm ready""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Are you ready to leave ?
Target sentence: Give me a sec .
Question: What is the intended meaning of the target?
Choices:

1. I need more time
2. I need exactly one second
3. I need no more than one second
4. I'm ready
 The correct answer is:","[('I need more time', 0.14206185936927795), ('I need exactly one second', 0.5981028079986572), ('I need no more than one second', 0.14206185936927795), (""I'm ready"", 0.11777342855930328)]","[('I need more time', 0.406206339597702), ('I need exactly one second', 0.06229376047849655), ('I need no more than one second', 0.5055319666862488), (""I'm ready"", 0.025967903435230255)]",I need exactly one second,I need no more than one second
30,Why did you stay home today ?,I'm off today .,What is the intended meaning of the target?,"[""I'm not working today"", ""I'm sick"", ""I'm going out"", ""I'm feeling healthy today""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Why did you stay home today ?
Target sentence: I'm off today .
Question: What is the intended meaning of the target?
Choices:

1. I'm not working today
2. I'm sick
3. I'm going out
4. I'm feeling healthy today
 The correct answer is:","[(""I'm not working today"", 0.23705068230628967), (""I'm sick"", 0.20919649302959442), (""I'm going out"", 0.16292238235473633), (""I'm feeling healthy today"", 0.39083048701286316)]","[(""I'm not working today"", 0.34154123067855835), (""I'm sick"", 0.039536263793706894), (""I'm going out"", 0.452468603849411), (""I'm feeling healthy today"", 0.16645389795303345)]",I'm feeling healthy today,I'm going out
31,Cheese ! It tastes like cardboard .,I think so . Maybe that ’ s why it ’ s cheap here .,What is the intended meaning of the target?,"['The place is cheap', 'The place is expensive', 'The place is not cheap', ""I don't like spending too much money""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Cheese ! It tastes like cardboard .
Target sentence: I think so . Maybe that ’ s why it ’ s cheap here .
Question: What is the intended meaning of the target?
Choices:

1. The place is cheap
2. The place is expensive
3. The place is not cheap
4. I don't like spending too much money
 The correct answer is:","[('The place is cheap', 0.31782767176628113), ('The place is expensive', 0.08035942912101746), ('The place is not cheap', 0.3833733797073364), (""I don't like spending too much money"", 0.21843957901000977)]","[('The place is cheap', 0.006567142438143492), ('The place is expensive', 0.00398317351937294), ('The place is not cheap', 0.014799283817410469), (""I don't like spending too much money"", 0.9746503829956055)]",The place is not cheap,I don't like spending too much money
32,Hello . Excuse me . Do you know if there's a Commercial Bank around here ?,Go straight and turn right. It's just a couple of minutes far,What is the intended meaning of the target?,"['It will take couple of minutes to reach the place', 'You should walk for a couple of minutes', 'You should take a bus', 'The place you want to reach is far']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hello . Excuse me . Do you know if there's a Commercial Bank around here ?
Target sentence: Go straight and turn right. It's just a couple of minutes far
Question: What is the intended meaning of the target?
Choices:

1. It will take couple of minutes to reach the place
2. You should walk for a couple of minutes
3. You should take a bus
4. The place you want to reach is far
 The correct answer is:","[('It will take couple of minutes to reach the place', 0.27926620841026306), ('You should walk for a couple of minutes', 0.2972773313522339), ('You should take a bus', 0.1919366717338562), ('The place you want to reach is far', 0.23151981830596924)]","[('It will take couple of minutes to reach the place', 0.4404863119125366), ('You should walk for a couple of minutes', 0.4404863119125366), ('You should take a bus', 0.01762166991829872), ('The place you want to reach is far', 0.10140570998191833)]",You should walk for a couple of minutes,It will take couple of minutes to reach the place
33,"Peter , do you want to learn to play the piano ?","No , mom . Piano is for girls .",What is the intended meaning of the target?,"['I think playing the piano is for girls', 'Only girls can play the piano', 'All the girls play the piano', ""Girls don't play the piano""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Peter , do you want to learn to play the piano ?
Target sentence: No , mom . Piano is for girls .
Question: What is the intended meaning of the target?
Choices:

1. I think playing the piano is for girls
2. Only girls can play the piano
3. All the girls play the piano
4. Girls don't play the piano
 The correct answer is:","[('I think playing the piano is for girls', 0.37480849027633667), ('Only girls can play the piano', 0.2919011414051056), ('All the girls play the piano', 0.15624341368675232), (""Girls don't play the piano"", 0.1770469844341278)]","[('I think playing the piano is for girls', 0.15806780755519867), ('Only girls can play the piano', 0.19671857357025146), ('All the girls play the piano', 0.10205624997615814), (""Girls don't play the piano"", 0.5431573987007141)]",I think playing the piano is for girls,Girls don't play the piano
34,"Dad, can I go there to play ball ?","Watch out for strangers , and don't go too far away . Alright ?",What is the intended meaning of the target?,"['You should be careful', 'You better stay close', 'You should remember to be polite with strangers', 'There is no danger']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Dad, can I go there to play ball ?
Target sentence: Watch out for strangers , and don't go too far away . Alright ?
Question: What is the intended meaning of the target?
Choices:

1. You should be careful
2. You better stay close
3. You should remember to be polite with strangers
4. There is no danger
 The correct answer is:","[('You should be careful', 0.27792543172836304), ('You better stay close', 0.3568633198738098), ('You should remember to be polite with strangers', 0.1487627625465393), ('There is no danger', 0.21644854545593262)]","[('You should be careful', 0.3966045081615448), ('You better stay close', 0.08313281834125519), ('You should remember to be polite with strangers', 0.2560671269893646), ('There is no danger', 0.2641955614089966)]",You better stay close,You should be careful
35,"Honey , I need to have a talk with you .","Dad , I have to do my homework .",What is the intended meaning of the target?,"['I have not done my homework yet', 'I have a lot of homework', ""I don't have homework to do"", 'I like doing my homework']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Honey , I need to have a talk with you .
Target sentence: Dad , I have to do my homework .
Question: What is the intended meaning of the target?
Choices:

1. I have not done my homework yet
2. I have a lot of homework
3. I don't have homework to do
4. I like doing my homework
 The correct answer is:","[('I have not done my homework yet', 0.3338143229484558), ('I have a lot of homework', 0.3553434908390045), (""I don't have homework to do"", 0.10837364941835403), ('I like doing my homework', 0.2024686336517334)]","[('I have not done my homework yet', 0.3932555913925171), ('I have a lot of homework', 0.32602033019065857), (""I don't have homework to do"", 0.22407029569149017), ('I like doing my homework', 0.05665384232997894)]",I have a lot of homework,I have not done my homework yet
36,I'm thinking of taking you and Peter swimming . What do you think ?,Dad ! It's cold now !,What is the intended meaning of the target?,"['The weather is cold', 'The weather is not nice', ""It's not a sunny day"", 'My dad is cold']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I'm thinking of taking you and Peter swimming . What do you think ?
Target sentence: Dad ! It's cold now !
Question: What is the intended meaning of the target?
Choices:

1. The weather is cold
2. The weather is not nice
3. It's not a sunny day
4. My dad is cold
 The correct answer is:","[('The weather is cold', 0.7230685353279114), ('The weather is not nice', 0.12565046548843384), (""It's not a sunny day"", 0.05935307964682579), ('My dad is cold', 0.09192784875631332)]","[('The weather is cold', 0.1146414577960968), ('The weather is not nice', 0.1259090155363083), (""It's not a sunny day"", 0.680657684803009), ('My dad is cold', 0.07879184931516647)]",The weather is cold,It's not a sunny day
37,"We can't go that way , the road is blocked for the next few days ","Oh , that's right . They're filming a movie up there , aren't they ?",What is the intended meaning of the target?,"[""I'm not sure if someone is filming a movie"", 'Someone is filming a movie', ""I'm sure they are filming a movie"", 'The movie will be out soon']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: We can't go that way , the road is blocked for the next few days 
Target sentence: Oh , that's right . They're filming a movie up there , aren't they ?
Question: What is the intended meaning of the target?
Choices:

1. I'm not sure if someone is filming a movie
2. Someone is filming a movie
3. I'm sure they are filming a movie
4. The movie will be out soon
 The correct answer is:","[(""I'm not sure if someone is filming a movie"", 0.09477280080318451), ('Someone is filming a movie', 0.5805537700653076), (""I'm sure they are filming a movie"", 0.2919207811355591), ('The movie will be out soon', 0.03275260329246521)]","[(""I'm not sure if someone is filming a movie"", 0.4913647770881653), ('Someone is filming a movie', 0.2146613746881485), (""I'm sure they are filming a movie"", 0.22850583493709564), ('The movie will be out soon', 0.06546802073717117)]",Someone is filming a movie,I'm not sure if someone is filming a movie
38,It's time to go . Are you ready ?,Almost . Let me get my bag .,What is the intended meaning of the target?,"['I have to take my bag', 'I have a bag', ""I don't have a bag"", 'I want to buy a new bag']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: It's time to go . Are you ready ?
Target sentence: Almost . Let me get my bag .
Question: What is the intended meaning of the target?
Choices:

1. I have to take my bag
2. I have a bag
3. I don't have a bag
4. I want to buy a new bag
 The correct answer is:","[('I have to take my bag', 0.2650020122528076), ('I have a bag', 0.3196534514427185), (""I don't have a bag"", 0.2820931673049927), ('I want to buy a new bag', 0.1332513839006424)]","[('I have to take my bag', 0.0437663309276104), ('I have a bag', 0.1992359608411789), (""I don't have a bag"", 0.39622801542282104), ('I want to buy a new bag', 0.36076971888542175)]",I have a bag,I don't have a bag
39,It is my first time coming to China . I want to buy something unique of China to my friends as gifts .,We have a great variety of Chinese antiques and porcelain .,What is the intended meaning of the target?,"['There are both Chinese antiques and porcelain', 'The antiques are from China', 'The porcelain is typical of China', 'There are antiques but not porcelain']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: It is my first time coming to China . I want to buy something unique of China to my friends as gifts .
Target sentence: We have a great variety of Chinese antiques and porcelain .
Question: What is the intended meaning of the target?
Choices:

1. There are both Chinese antiques and porcelain
2. The antiques are from China
3. The porcelain is typical of China
4. There are antiques but not porcelain
 The correct answer is:","[('There are both Chinese antiques and porcelain', 0.2827055752277374), ('The antiques are from China', 0.2655773162841797), ('The porcelain is typical of China', 0.3410080373287201), ('There are antiques but not porcelain', 0.11070910096168518)]","[('There are both Chinese antiques and porcelain', 0.6393205523490906), ('The antiques are from China', 0.1831684112548828), ('The porcelain is typical of China', 0.0763559564948082), ('There are antiques but not porcelain', 0.10115519911050797)]",The porcelain is typical of China,There are both Chinese antiques and porcelain
40,"Mom , is there anything in the fridge I can eat before dinner ?",There's some leftover pizza from last night .,What is the intended meaning of the target?,"['The pizza is leftover from last night', 'The pizza is not whole', ""The pizza isn't leftover"", ""The pizza wasn't good, so it left over""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , is there anything in the fridge I can eat before dinner ?
Target sentence: There's some leftover pizza from last night .
Question: What is the intended meaning of the target?
Choices:

1. The pizza is leftover from last night
2. The pizza is not whole
3. The pizza isn't leftover
4. The pizza wasn't good, so it left over
 The correct answer is:","[('The pizza is leftover from last night', 0.3358512222766876), ('The pizza is not whole', 0.21684184670448303), (""The pizza isn't leftover"", 0.27843043208122253), (""The pizza wasn't good, so it left over"", 0.16887660324573517)]","[('The pizza is leftover from last night', 0.5458106994628906), ('The pizza is not whole', 0.08370278775691986), (""The pizza isn't leftover"", 0.028926907107234), (""The pizza wasn't good, so it left over"", 0.34155961871147156)]",The pizza is leftover from last night,The pizza is leftover from last night
41,"Mom , I want to get a motorcycle . Is that all right with you ?",You mean a murder cycle ? Did you know more cyclists die in accidents than motorists ?,What is the intended meaning of the target?,"['I think that motorcycles are more dangerous than cars', 'I think that motorcycle can lead to death', 'There is a cycle of murders linked to motorcycle', 'Motorcycle are safer than cars']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , I want to get a motorcycle . Is that all right with you ?
Target sentence: You mean a murder cycle ? Did you know more cyclists die in accidents than motorists ?
Question: What is the intended meaning of the target?
Choices:

1. I think that motorcycles are more dangerous than cars
2. I think that motorcycle can lead to death
3. There is a cycle of murders linked to motorcycle
4. Motorcycle are safer than cars
 The correct answer is:","[('I think that motorcycles are more dangerous than cars', 0.322511225938797), ('I think that motorcycle can lead to death', 0.3890227973461151), ('There is a cycle of murders linked to motorcycle', 0.16216883063316345), ('Motorcycle are safer than cars', 0.1262972056865692)]","[('I think that motorcycles are more dangerous than cars', 0.5657603740692139), ('I think that motorcycle can lead to death', 0.13437986373901367), ('There is a cycle of murders linked to motorcycle', 0.15227234363555908), ('Motorcycle are safer than cars', 0.14758741855621338)]",I think that motorcycle can lead to death,I think that motorcycles are more dangerous than cars
42,Why is there water all over the bathroom floor ?,I was filling the bathtub and I left the water running too long.,What is the intended meaning of the target?,"['I was in the bathroom', 'I wanted to take a bath', ""I didn't fill completely the bathtub"", 'I filled the bathtub']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Why is there water all over the bathroom floor ?
Target sentence: I was filling the bathtub and I left the water running too long.
Question: What is the intended meaning of the target?
Choices:

1. I was in the bathroom
2. I wanted to take a bath
3. I didn't fill completely the bathtub
4. I filled the bathtub
 The correct answer is:","[('I was in the bathroom', 0.15981188416481018), ('I wanted to take a bath', 0.24752148985862732), (""I didn't fill completely the bathtub"", 0.23252491652965546), ('I filled the bathtub', 0.3601416349411011)]","[('I was in the bathroom', 0.47991544008255005), ('I wanted to take a bath', 0.2568802237510681), (""I didn't fill completely the bathtub"", 0.14186273515224457), ('I filled the bathtub', 0.12134162336587906)]",I filled the bathtub,I was in the bathroom
43,"Look , this is a pimple !",I think it's because of your bad habits !,What is the intended meaning of the target?,"['I think you have bad habits', 'You should improve your habits', ""It's important to have good habits"", 'I think you have good habits']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Look , this is a pimple !
Target sentence: I think it's because of your bad habits !
Question: What is the intended meaning of the target?
Choices:

1. I think you have bad habits
2. You should improve your habits
3. It's important to have good habits
4. I think you have good habits
 The correct answer is:","[('I think you have bad habits', 0.23552632331848145), ('You should improve your habits', 0.16187472641468048), (""It's important to have good habits"", 0.134198859333992), ('I think you have good habits', 0.4684000313282013)]","[('I think you have bad habits', 0.2848610281944275), ('You should improve your habits', 0.07910305261611938), (""It's important to have good habits"", 0.4276270568370819), ('I think you have good habits', 0.20840878784656525)]",I think you have good habits,It's important to have good habits
44,What's up ? You sound a little down in dumps,I quarreled with my roommate last night . He is really stubborn .,What is the intended meaning of the target?,"[""I don't get along with my roommate"", 'I think my roommate is stubborn', 'I hate my roommate', 'My roommate and I are good friends']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What's up ? You sound a little down in dumps
Target sentence: I quarreled with my roommate last night . He is really stubborn .
Question: What is the intended meaning of the target?
Choices:

1. I don't get along with my roommate
2. I think my roommate is stubborn
3. I hate my roommate
4. My roommate and I are good friends
 The correct answer is:","[(""I don't get along with my roommate"", 0.14825481176376343), ('I think my roommate is stubborn', 0.707284152507782), ('I hate my roommate', 0.05453989654779434), ('My roommate and I are good friends', 0.08992109447717667)]","[(""I don't get along with my roommate"", 0.7618451118469238), ('I think my roommate is stubborn', 0.06156652048230171), ('I hate my roommate', 0.019372764974832535), ('My roommate and I are good friends', 0.15721562504768372)]",I think my roommate is stubborn,I don't get along with my roommate
45,Hi Barbara . Have you lost weight ?,Hi Julie . I've been on a diet for a couple of months now .,What is the intended meaning of the target?,"['I started the diet a couple of months ago', ""I'm still on a diet"", 'I hate dieting', ""I haven't been on a diet""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hi Barbara . Have you lost weight ?
Target sentence: Hi Julie . I've been on a diet for a couple of months now .
Question: What is the intended meaning of the target?
Choices:

1. I started the diet a couple of months ago
2. I'm still on a diet
3. I hate dieting
4. I haven't been on a diet
 The correct answer is:","[('I started the diet a couple of months ago', 0.31203147768974304), (""I'm still on a diet"", 0.5476322770118713), ('I hate dieting', 0.05093773826956749), (""I haven't been on a diet"", 0.08939851075410843)]","[('I started the diet a couple of months ago', 0.35264578461647034), (""I'm still on a diet"", 0.15167105197906494), ('I hate dieting', 0.013673560693860054), (""I haven't been on a diet"", 0.482009619474411)]",I'm still on a diet,I haven't been on a diet
46,Nathan said he didn't have any fun at his new school this week .,I think he hasn't made any new friends yet .,What is the intended meaning of the target?,"['He could be lonely', 'He has no friends', ""He doesn't want any new friends"", 'He has many new friends']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Nathan said he didn't have any fun at his new school this week .
Target sentence: I think he hasn't made any new friends yet .
Question: What is the intended meaning of the target?
Choices:

1. He could be lonely
2. He has no friends
3. He doesn't want any new friends
4. He has many new friends
 The correct answer is:","[('He could be lonely', 0.22593338787555695), ('He has no friends', 0.39652541279792786), (""He doesn't want any new friends"", 0.21224476397037506), ('He has many new friends', 0.16529637575149536)]","[('He could be lonely', 0.06877508014440536), ('He has no friends', 0.03248704969882965), (""He doesn't want any new friends"", 0.6732330322265625), ('He has many new friends', 0.2255048155784607)]",He has no friends,He doesn't want any new friends
47,I found a great school for Junior !,We haven't even had the baby yet !.,What is the intended meaning of the target?,"['The baby has not yet been born', ""We're expecting a baby"", ""We won't have a baby"", 'We have no children']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I found a great school for Junior !
Target sentence: We haven't even had the baby yet !.
Question: What is the intended meaning of the target?
Choices:

1. The baby has not yet been born
2. We're expecting a baby
3. We won't have a baby
4. We have no children
 The correct answer is:","[('The baby has not yet been born', 0.46665504574775696), (""We're expecting a baby"", 0.34141212701797485), (""We won't have a baby"", 0.11084028333425522), ('We have no children', 0.0810924842953682)]","[('The baby has not yet been born', 0.4059462249279022), (""We're expecting a baby"", 0.1359749436378479), (""We won't have a baby"", 0.4321275055408478), ('We have no children', 0.02595127373933792)]",The baby has not yet been born,We won't have a baby
48,"Mom , there isn't any hot water",Ok . I'll check the heater .,What is the intended meaning of the target?,"['The heater needs to be checked', 'There is a heater', 'The heater is broken', 'The heater is working well']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Mom , there isn't any hot water
Target sentence: Ok . I'll check the heater .
Question: What is the intended meaning of the target?
Choices:

1. The heater needs to be checked
2. There is a heater
3. The heater is broken
4. The heater is working well
 The correct answer is:","[('The heater needs to be checked', 0.45776647329330444), ('There is a heater', 0.2608274817466736), ('The heater is broken', 0.15819986164569855), ('The heater is working well', 0.12320617586374283)]","[('The heater needs to be checked', 0.27905723452568054), ('There is a heater', 0.1801729053258896), ('The heater is broken', 0.33660727739334106), ('The heater is working well', 0.20416264235973358)]",The heater needs to be checked,The heater is broken
49,What kind of wine do you offer ?,Here is the wine list .,What is the intended meaning of the target?,"['There is a wine list', 'The list contains all the wines', 'Not all wines are on the list', 'The list contains wines and food']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: What kind of wine do you offer ?
Target sentence: Here is the wine list .
Question: What is the intended meaning of the target?
Choices:

1. There is a wine list
2. The list contains all the wines
3. Not all wines are on the list
4. The list contains wines and food
 The correct answer is:","[('There is a wine list', 0.3271056115627289), ('The list contains all the wines', 0.2886696755886078), ('Not all wines are on the list', 0.27118006348609924), ('The list contains wines and food', 0.11304467916488647)]","[('There is a wine list', 0.17398065328598022), ('The list contains all the wines', 0.11957503855228424), ('Not all wines are on the list', 0.6881068348884583), ('The list contains wines and food', 0.018337426707148552)]",There is a wine list,Not all wines are on the list
50,"Oh , dear ! which dress should I choose ? I can't make up my mind . Please help me .",You know I don't know anything about fashion.,What is the intended meaning of the target?,"['I could know more about fashion', ""I'm not interested in fashion"", ""I don't like fashion"", 'I know everything about fashion']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Oh , dear ! which dress should I choose ? I can't make up my mind . Please help me .
Target sentence: You know I don't know anything about fashion.
Question: What is the intended meaning of the target?
Choices:

1. I could know more about fashion
2. I'm not interested in fashion
3. I don't like fashion
4. I know everything about fashion
 The correct answer is:","[('I could know more about fashion', 0.2046530544757843), (""I'm not interested in fashion"", 0.2977684438228607), (""I don't like fashion"", 0.1806056946516037), ('I know everything about fashion', 0.31697285175323486)]","[('I could know more about fashion', 0.05585865676403046), (""I'm not interested in fashion"", 0.4000439941883087), (""I don't like fashion"", 0.11825277656316757), ('I know everything about fashion', 0.42584460973739624)]",I know everything about fashion,I know everything about fashion
51,Can you help me pick out a gift for my niece ?,Most normal little girls go wild over Barbie dolls,What is the intended meaning of the target?,"['Barbie dolls are very popular between little girls', 'More than one little girl likes Barbie dolls', 'Every little girl likes Barbie dolls', ""Barbie dolls aren't very popular between little girls""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Can you help me pick out a gift for my niece ?
Target sentence: Most normal little girls go wild over Barbie dolls
Question: What is the intended meaning of the target?
Choices:

1. Barbie dolls are very popular between little girls
2. More than one little girl likes Barbie dolls
3. Every little girl likes Barbie dolls
4. Barbie dolls aren't very popular between little girls
 The correct answer is:","[('Barbie dolls are very popular between little girls', 0.3467715382575989), ('More than one little girl likes Barbie dolls', 0.21032759547233582), ('Every little girl likes Barbie dolls', 0.3929436504840851), (""Barbie dolls aren't very popular between little girls"", 0.04995718225836754)]","[('Barbie dolls are very popular between little girls', 0.537930428981781), ('More than one little girl likes Barbie dolls', 0.062269967049360275), ('Every little girl likes Barbie dolls', 0.06839018315076828), (""Barbie dolls aren't very popular between little girls"", 0.3314093351364136)]",Every little girl likes Barbie dolls,Barbie dolls are very popular between little girls
52,Will this be cash or charge ?,"Here , take my credit card .",What is the intended meaning of the target?,"[""I'm giving you my credit card"", 'I have a credit card', 'My credit card is empty', ""I don't have a credit card""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Will this be cash or charge ?
Target sentence: Here , take my credit card .
Question: What is the intended meaning of the target?
Choices:

1. I'm giving you my credit card
2. I have a credit card
3. My credit card is empty
4. I don't have a credit card
 The correct answer is:","[(""I'm giving you my credit card"", 0.298683762550354), ('I have a credit card', 0.36028140783309937), ('My credit card is empty', 0.15987390279769897), (""I don't have a credit card"", 0.18116086721420288)]","[(""I'm giving you my credit card"", 0.3302608132362366), ('I have a credit card', 0.18525952100753784), ('My credit card is empty', 0.040065184235572815), (""I don't have a credit card"", 0.44441449642181396)]",I have a credit card,I don't have a credit card
53,Hello ! Where can I buy an inexpensive cashmere sweater ?,Maybe you should look around for an outlet .,What is the intended meaning of the target?,"['You should go to an outlet', 'The outlet is not far from here', 'The outlet is open', 'The outlet is closed']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Hello ! Where can I buy an inexpensive cashmere sweater ?
Target sentence: Maybe you should look around for an outlet .
Question: What is the intended meaning of the target?
Choices:

1. You should go to an outlet
2. The outlet is not far from here
3. The outlet is open
4. The outlet is closed
 The correct answer is:","[('You should go to an outlet', 0.4707197844982147), ('The outlet is not far from here', 0.30391955375671387), ('The outlet is open', 0.1266925185918808), ('The outlet is closed', 0.09866822510957718)]","[('You should go to an outlet', 0.5574110150337219), ('The outlet is not far from here', 0.3598915934562683), ('The outlet is open', 0.032445210963487625), ('The outlet is closed', 0.05025213211774826)]",You should go to an outlet,You should go to an outlet
54,"Can I see the paper when you're through , Sally ?",OK . I just want to read the comics .,What is the intended meaning of the target?,"[""I haven't read the comics yet"", 'There are the comics', 'I like to read the comics', ""I don't care about the comics""]",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Can I see the paper when you're through , Sally ?
Target sentence: OK . I just want to read the comics .
Question: What is the intended meaning of the target?
Choices:

1. I haven't read the comics yet
2. There are the comics
3. I like to read the comics
4. I don't care about the comics
 The correct answer is:","[(""I haven't read the comics yet"", 0.13632483780384064), ('There are the comics', 0.271114319562912), ('I like to read the comics', 0.5391752123832703), (""I don't care about the comics"", 0.05338557809591293)]","[(""I haven't read the comics yet"", 0.3311079144477844), ('There are the comics', 0.0045776888728141785), ('I like to read the comics', 0.38110285997390747), (""I don't care about the comics"", 0.2832115888595581)]",I like to read the comics,I like to read the comics
55,"Let's get this card for mom , it's funny .","Brad , it's her birthday . Let's get her something really special .",What is the intended meaning of the target?,"['We have to buy a birthday gift', ""It's someone's birthday"", ""It's Brad's birthday"", 'Birthday is a special day']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Let's get this card for mom , it's funny .
Target sentence: Brad , it's her birthday . Let's get her something really special .
Question: What is the intended meaning of the target?
Choices:

1. We have to buy a birthday gift
2. It's someone's birthday
3. It's Brad's birthday
4. Birthday is a special day
 The correct answer is:","[('We have to buy a birthday gift', 0.1536390334367752), (""It's someone's birthday"", 0.36856088042259216), (""It's Brad's birthday"", 0.41763418912887573), ('Birthday is a special day', 0.06016591191291809)]","[('We have to buy a birthday gift', 0.15618719160556793), (""It's someone's birthday"", 0.15618719160556793), (""It's Brad's birthday"", 0.30105867981910706), ('Birthday is a special day', 0.38656699657440186)]",It's Brad's birthday,Birthday is a special day
56,"I want to keep a pet , but I don't know which one to buy ?","Dogs are nice , but they are really energetic , and you need to make sure they get enough exercise every day .",What is the intended meaning of the target?,"['Dogs require a lot of effort', 'I like dogs', 'Dogs are the worst pet', 'Dogs are easy to take care of']",,[1],"Task: I'll give you a context utterance and a target sentence and four options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: I want to keep a pet , but I don't know which one to buy ?
Target sentence: Dogs are nice , but they are really energetic , and you need to make sure they get enough exercise every day .
Question: What is the intended meaning of the target?
Choices:

1. Dogs require a lot of effort
2. I like dogs
3. Dogs are the worst pet
4. Dogs are easy to take care of
 The correct answer is:","[('Dogs require a lot of effort', 0.1728861778974533), ('I like dogs', 0.5002627372741699), ('Dogs are the worst pet', 0.10486076772212982), ('Dogs are easy to take care of', 0.22199024260044098)]","[('Dogs require a lot of effort', 0.15178902447223663), ('I like dogs', 0.009405001066625118), ('Dogs are the worst pet', 0.0434882827103138), ('Dogs are easy to take care of', 0.7953176498413086)]",I like dogs,Dogs are easy to take care of
