ID,Context utterance,Target,Question,Choices,Human answer,Correct Answer,Prompt,choices_prob,sentences_prob,choice_win,Generated Text
39,Brian had a large collection of coins,The man asked him for some duplicates.,Who is the man?,"['A different man from Brian', 'Brian', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Brian had a large collection of coins
Target sentence: The man asked him for some duplicates.
Question: Who is the man?
Choices:

1. A different man from Brian
2. Brian
3. It cannot be said
 The correct answer is:","[('A different man from Brian', 0.32424458861351013), ('Brian', 0.5021998286247253), ('It cannot be said', 0.1735556274652481)]","[('A different man from Brian', 0.07146316021680832), ('Brian', 0.11068430542945862), ('It cannot be said', 0.8178525567054749)]",Brian,It cannot be said
40,Brian had a large collection of coins,The man offered him some duplicates.,Who is the man?,"['A different man from Brian', 'Brian', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Brian had a large collection of coins
Target sentence: The man offered him some duplicates.
Question: Who is the man?
Choices:

1. A different man from Brian
2. Brian
3. It cannot be said
 The correct answer is:","[('A different man from Brian', 0.30076658725738525), ('Brian', 0.5278617739677429), ('It cannot be said', 0.17137162387371063)]","[('A different man from Brian', 0.13274213671684265), ('Brian', 0.10337967425584793), ('It cannot be said', 0.7638782262802124)]",Brian,It cannot be said
41,Katrina's being taught how to speak Korean,The girl was most likely born in Korea.,Who is the girl?,"['A different girl from Katrina', 'Katrina', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Katrina's being taught how to speak Korean
Target sentence: The girl was most likely born in Korea.
Question: Who is the girl?
Choices:

1. A different girl from Katrina
2. Katrina
3. It cannot be said
 The correct answer is:","[('A different girl from Katrina', 0.23050564527511597), ('Katrina', 0.5529543161392212), ('It cannot be said', 0.21654000878334045)]","[('A different girl from Katrina', 0.18048743903636932), ('Katrina', 0.169552281498909), ('It cannot be said', 0.6499602794647217)]",Katrina,It cannot be said
42,Katrina's being taught how to speak Korean,The girl was most likely born in the US.,Who is the girl?,"['A different girl from Katrina', 'Katrina', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Katrina's being taught how to speak Korean
Target sentence: The girl was most likely born in the US.
Question: Who is the girl?
Choices:

1. A different girl from Katrina
2. Katrina
3. It cannot be said
 The correct answer is:","[('A different girl from Katrina', 0.2704694867134094), ('Katrina', 0.5053035020828247), ('It cannot be said', 0.22422707080841064)]","[('A different girl from Katrina', 0.1765027940273285), ('Katrina', 0.18788625299930573), ('It cannot be said', 0.6356109976768494)]",Katrina,It cannot be said
43,Kyle thought the temperature was too warm,The girl turned the heat down.,Who is the girl?,"['A different girl from Kyle', 'Katrina', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Kyle thought the temperature was too warm
Target sentence: The girl turned the heat down.
Question: Who is the girl?
Choices:

1. A different girl from Kyle
2. Katrina
3. It cannot be said
 The correct answer is:","[('A different girl from Kyle', 0.2365237921476364), ('Katrina', 0.5673910975456238), ('It cannot be said', 0.196085125207901)]","[('A different girl from Kyle', 0.39219650626182556), ('Katrina', 0.0003576369199436158), ('It cannot be said', 0.6074458360671997)]",Katrina,It cannot be said
44,Kyle thought the temperature was too warm,The girl turned the heat up.,Who is the girl?,"['A different girl from Kyle', 'Katrina', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Kyle thought the temperature was too warm
Target sentence: The girl turned the heat up.
Question: Who is the girl?
Choices:

1. A different girl from Kyle
2. Katrina
3. It cannot be said
 The correct answer is:","[('A different girl from Kyle', 0.26193323731422424), ('Katrina', 0.5209164619445801), ('It cannot be said', 0.21715028584003448)]","[('A different girl from Kyle', 0.43767860531806946), ('Katrina', 0.00033087481278926134), ('It cannot be said', 0.5619904398918152)]",Katrina,It cannot be said
45,Justin wrote a paragraph in his planner every day,The guy was disorganized.,Who is the guy?,"['A different guy from Justin', 'Justin', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Justin wrote a paragraph in his planner every day
Target sentence: The guy was disorganized.
Question: Who is the guy?
Choices:

1. A different guy from Justin
2. Justin
3. It cannot be said
 The correct answer is:","[('A different guy from Justin', 0.2421019822359085), ('Justin', 0.5807724595069885), ('It cannot be said', 0.17712560296058655)]","[('A different guy from Justin', 0.040585488080978394), ('Justin', 0.7657920122146606), ('It cannot be said', 0.19362254440784454)]",Justin,Justin
46,Justin wrote a paragraph in his planner every day,The guy was organized.,Who is the guy?,"['A different guy from Justin', 'Justin', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Justin wrote a paragraph in his planner every day
Target sentence: The guy was organized.
Question: Who is the guy?
Choices:

1. A different guy from Justin
2. Justin
3. It cannot be said
 The correct answer is:","[('A different guy from Justin', 0.18978416919708252), ('Justin', 0.6624118089675903), ('It cannot be said', 0.14780405163764954)]","[('A different guy from Justin', 0.03299654647707939), ('Justin', 0.799433171749115), ('It cannot be said', 0.1675702929496765)]",Justin,Justin
47,Erin is known an an entrepreneur.,The woman owns a business.,Who is the woman?,"['A different woman from Erin', 'Erin', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Erin is known an an entrepreneur.
Target sentence: The woman owns a business.
Question: Who is the woman?
Choices:

1. A different woman from Erin
2. Erin
3. It cannot be said
 The correct answer is:","[('A different woman from Erin', 0.13186292350292206), ('Erin', 0.7588187456130981), ('It cannot be said', 0.10931821167469025)]","[('A different woman from Erin', 0.17130404710769653), ('Erin', 0.15117529034614563), ('It cannot be said', 0.6775206327438354)]",Erin,It cannot be said
48,Erin is known an an entrepreneur.,The woman doesn't yet own a business.,Who is the woman?,"['A different woman from Erin', 'Erin', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Erin is known an an entrepreneur.
Target sentence: The woman doesn't yet own a business.
Question: Who is the woman?
Choices:

1. A different woman from Erin
2. Erin
3. It cannot be said
 The correct answer is:","[('A different woman from Erin', 0.22236639261245728), ('Erin', 0.604454517364502), ('It cannot be said', 0.17317911982536316)]","[('A different woman from Erin', 0.30440399050712585), ('Erin', 0.12689445912837982), ('It cannot be said', 0.5687015056610107)]",Erin,It cannot be said
49,Christopher wanted to be a specialist,The guy had an interest in a limited number of subjects.,Who is the guy?,"['A different guy from Christofer', 'Christofer', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Christopher wanted to be a specialist
Target sentence: The guy had an interest in a limited number of subjects.
Question: Who is the guy?
Choices:

1. A different guy from Christofer
2. Christofer
3. It cannot be said
 The correct answer is:","[('A different guy from Christofer', 0.2590629756450653), ('Christofer', 0.5838074088096619), ('It cannot be said', 0.15712963044643402)]","[('A different guy from Christofer', 0.1491604894399643), ('Christofer', 0.5541984438896179), ('It cannot be said', 0.2966410517692566)]",Christofer,Christofer
50,Christopher wanted to be a specialist,The guy had an interest in a many number of subjects.,Who is the guy?,"['A different guy from Christofer', 'Christofer', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Christopher wanted to be a specialist
Target sentence: The guy had an interest in a many number of subjects.
Question: Who is the guy?
Choices:

1. A different guy from Christofer
2. Christofer
3. It cannot be said
 The correct answer is:","[('A different guy from Christofer', 0.25375404953956604), ('Christofer', 0.5718435645103455), ('It cannot be said', 0.17440244555473328)]","[('A different guy from Christofer', 0.16572950780391693), ('Christofer', 0.5434061288833618), ('It cannot be said', 0.29086434841156006)]",Christofer,Christofer
51,Megan enjoyed summer,The girl spent much time indoors.,Who is the girl?,"['A different girl from Megan', 'Megan', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Megan enjoyed summer
Target sentence: The girl spent much time indoors.
Question: Who is the girl?
Choices:

1. A different girl from Megan
2. Megan
3. It cannot be said
 The correct answer is:","[('A different girl from Megan', 0.19577506184577942), ('Megan', 0.6419216990470886), ('It cannot be said', 0.16230322420597076)]","[('A different girl from Megan', 0.2853657603263855), ('Megan', 0.030077330768108368), ('It cannot be said', 0.6845569014549255)]",Megan,It cannot be said
52,Megan enjoyed summer,The girl spent much time at the beach.,Who is the girl?,"['A different girl from Megan', 'Megan', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Megan enjoyed summer
Target sentence: The girl spent much time at the beach.
Question: Who is the girl?
Choices:

1. A different girl from Megan
2. Megan
3. It cannot be said
 The correct answer is:","[('A different girl from Megan', 0.17440205812454224), ('Megan', 0.6897734999656677), ('It cannot be said', 0.13582445681095123)]","[('A different girl from Megan', 0.3976070284843445), ('Megan', 0.023878157138824463), ('It cannot be said', 0.578514814376831)]",Megan,It cannot be said
53,Lawrence made a bowl at the pottery store and accidentally broke it.,The man decided to make another.,Who is the man?,"['A different man from Lawrence', 'Lawrence', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Lawrence made a bowl at the pottery store and accidentally broke it.
Target sentence: The man decided to make another.
Question: Who is the man?
Choices:

1. A different man from Lawrence
2. Lawrence
3. It cannot be said
 The correct answer is:","[('A different man from Lawrence', 0.37374359369277954), ('Lawrence', 0.47989627718925476), ('It cannot be said', 0.1463600993156433)]","[('A different man from Lawrence', 0.4139344096183777), ('Lawrence', 0.0867653638124466), ('It cannot be said', 0.4993002116680145)]",Lawrence,It cannot be said
54,Lawrence made a bowl at the pottery store and accidentally broke it.,The man offered to make another.,Who is the man?,"['A different man from Lawrence', 'Lawrence', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Lawrence made a bowl at the pottery store and accidentally broke it.
Target sentence: The man offered to make another.
Question: Who is the man?
Choices:

1. A different man from Lawrence
2. Lawrence
3. It cannot be said
 The correct answer is:","[('A different man from Lawrence', 0.3773616850376129), ('Lawrence', 0.45518508553504944), ('It cannot be said', 0.16745324432849884)]","[('A different man from Lawrence', 0.3234805464744568), ('Lawrence', 0.07217826694250107), ('It cannot be said', 0.6043412089347839)]",Lawrence,It cannot be said
55,Matthew offered to help write a fitness plan,The man was out of shape.,Who is the man?,"['A different man from Matthew', 'Matthew', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Matthew offered to help write a fitness plan
Target sentence: The man was out of shape.
Question: Who is the man?
Choices:

1. A different man from Matthew
2. Matthew
3. It cannot be said
 The correct answer is:","[('A different man from Matthew', 0.26577022671699524), ('Matthew', 0.562635600566864), ('It cannot be said', 0.17159417271614075)]","[('A different man from Matthew', 0.08466041088104248), ('Matthew', 0.45766982436180115), ('It cannot be said', 0.45766982436180115)]",Matthew,Matthew
56,Matthew offered to help write a fitness plan,The man was a personal trainer.,Who is the man?,"['A different man from Matthew', 'Matthew', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Matthew offered to help write a fitness plan
Target sentence: The man was a personal trainer.
Question: Who is the man?
Choices:

1. A different man from Matthew
2. Matthew
3. It cannot be said
 The correct answer is:","[('A different man from Matthew', 0.2140229195356369), ('Matthew', 0.6192958354949951), ('It cannot be said', 0.1666812151670456)]","[('A different man from Matthew', 0.1004512682557106), ('Matthew', 0.373221755027771), ('It cannot be said', 0.5263270139694214)]",Matthew,It cannot be said
57,Christine didn't pass the lie detection test,The woman had something to hide.,Who is the woman?,"['A different woman from Christine', 'Christine', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Christine didn't pass the lie detection test
Target sentence: The woman had something to hide.
Question: Who is the woman?
Choices:

1. A different woman from Christine
2. Christine
3. It cannot be said
 The correct answer is:","[('A different woman from Christine', 0.26879167556762695), ('Christine', 0.5345560908317566), ('It cannot be said', 0.19665220379829407)]","[('A different woman from Christine', 0.3881310522556305), ('Christine', 0.08135668933391571), ('It cannot be said', 0.5305122137069702)]",Christine,It cannot be said
58,Christine didn't pass the lie detection test,The woman had nothing to hide.,Who is the woman?,"['A different woman from Christine', 'Christine', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Christine didn't pass the lie detection test
Target sentence: The woman had nothing to hide.
Question: Who is the woman?
Choices:

1. A different woman from Christine
2. Christine
3. It cannot be said
 The correct answer is:","[('A different woman from Christine', 0.2598336637020111), ('Christine', 0.5500679016113281), ('It cannot be said', 0.19009838998317719)]","[('A different woman from Christine', 0.39187729358673096), ('Christine', 0.07249000668525696), ('It cannot be said', 0.5356327295303345)]",Christine,It cannot be said
59,The winter made Jason's hands dry,The man always forgot to moisturize at night.,Who is the man?,"['A different man from Jason', 'Jason', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The winter made Jason's hands dry
Target sentence: The man always forgot to moisturize at night.
Question: Who is the man?
Choices:

1. A different man from Jason
2. Jason
3. It cannot be said
 The correct answer is:","[('A different man from Jason', 0.1995813101530075), ('Jason', 0.6544018983840942), ('It cannot be said', 0.14601680636405945)]","[('A different man from Jason', 0.09061545878648758), ('Jason', 0.33667728304862976), ('It cannot be said', 0.5727073550224304)]",Jason,It cannot be said
60,The winter made Jason's hands dry,The man never forgot to moisturize at night.,Who is the man?,"['A different man from Jason', 'Jason', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: The winter made Jason's hands dry
Target sentence: The man never forgot to moisturize at night.
Question: Who is the man?
Choices:

1. A different man from Jason
2. Jason
3. It cannot be said
 The correct answer is:","[('A different man from Jason', 0.2046913504600525), ('Jason', 0.6711570620536804), ('It cannot be said', 0.12415158003568649)]","[('A different man from Jason', 0.14010368287563324), ('Jason', 0.1914990395307541), ('It cannot be said', 0.6683973073959351)]",Jason,It cannot be said
61,Monica enjoyed watching Western films,The girl grew up on a farm.,Who is the girl?,"['A different girl from Monica', 'Monica', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Monica enjoyed watching Western films
Target sentence: The girl grew up on a farm.
Question: Who is the girl?
Choices:

1. A different girl from Monica
2. Monica
3. It cannot be said
 The correct answer is:","[('A different girl from Monica', 0.25093159079551697), ('Monica', 0.565483033657074), ('It cannot be said', 0.18358546495437622)]","[('A different girl from Monica', 0.18250493705272675), ('Monica', 0.04912053793668747), ('It cannot be said', 0.768374502658844)]",Monica,It cannot be said
62,Monica enjoyed watching Western films,The girl grew up watching soap operas.,Who is the girl?,"['A different girl from Monica', 'Monica', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Monica enjoyed watching Western films
Target sentence: The girl grew up watching soap operas.
Question: Who is the girl?
Choices:

1. A different girl from Monica
2. Monica
3. It cannot be said
 The correct answer is:","[('A different girl from Monica', 0.20580291748046875), ('Monica', 0.6339176297187805), ('It cannot be said', 0.16027948260307312)]","[('A different girl from Monica', 0.14123529195785522), ('Monica', 0.07101757079362869), ('It cannot be said', 0.7877472043037415)]",Monica,It cannot be said
63,Lawrence read fiction,The guy liked to escape into an imaginary world.,Who is the guy?,"['A different guy from Lawrence', 'Lawrence', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Lawrence read fiction
Target sentence: The guy liked to escape into an imaginary world.
Question: Who is the guy?
Choices:

1. A different guy from Lawrence
2. Lawrence
3. It cannot be said
 The correct answer is:","[('A different guy from Lawrence', 0.22236639261245728), ('Lawrence', 0.604454517364502), ('It cannot be said', 0.17317911982536316)]","[('A different guy from Lawrence', 0.2913341522216797), ('Lawrence', 0.1292787492275238), ('It cannot be said', 0.5793871283531189)]",Lawrence,It cannot be said
64,Lawrence read fiction,The guy struggled to escape into an imaginary world.,Who is the guy?,"['A different guy from Lawrence', 'Lawrence', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Lawrence read fiction
Target sentence: The guy struggled to escape into an imaginary world.
Question: Who is the guy?
Choices:

1. A different guy from Lawrence
2. Lawrence
3. It cannot be said
 The correct answer is:","[('A different guy from Lawrence', 0.25093159079551697), ('Lawrence', 0.565483033657074), ('It cannot be said', 0.18358546495437622)]","[('A different guy from Lawrence', 0.17130404710769653), ('Lawrence', 0.15117529034614563), ('It cannot be said', 0.6775206327438354)]",Lawrence,It cannot be said
65,Ian is making a pool party,The guy could safely enjoy party.,Who is the guy?,"['A different guy from Ian', 'Ian', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Ian is making a pool party
Target sentence: The guy could safely enjoy party.
Question: Who is the guy?
Choices:

1. A different guy from Ian
2. Ian
3. It cannot be said
 The correct answer is:","[('A different guy from Ian', 0.23122389614582062), ('Ian', 0.6285316944122314), ('It cannot be said', 0.14024437963962555)]","[('A different guy from Ian', 0.20434871315956116), ('Ian', 0.20434871315956116), ('It cannot be said', 0.5913025736808777)]",Ian,It cannot be said
66,Ian is making a pool party,The guy buys pH raising preparates.,Who is the guy?,"['A different guy from Ian', 'Ian', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Ian is making a pool party
Target sentence: The guy buys pH raising preparates.
Question: Who is the guy?
Choices:

1. A different guy from Ian
2. Ian
3. It cannot be said
 The correct answer is:","[('A different guy from Ian', 0.369131475687027), ('Ian', 0.4452575743198395), ('It cannot be said', 0.18561096489429474)]","[('A different guy from Ian', 0.15600457787513733), ('Ian', 0.22698532044887543), ('It cannot be said', 0.6170100569725037)]",Ian,It cannot be said
67,Robert helped create an internet viral video.,The man danced in video.,Who is the man?,"['A different man from Robert', 'Robert', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Robert helped create an internet viral video.
Target sentence: The man danced in video.
Question: Who is the man?
Choices:

1. A different man from Robert
2. Robert
3. It cannot be said
 The correct answer is:","[('A different man from Robert', 0.21620634198188782), ('Robert', 0.6256137490272522), ('It cannot be said', 0.15817992389202118)]","[('A different man from Robert', 0.1287614107131958), ('Robert', 0.10674695670604706), ('It cannot be said', 0.7644916772842407)]",Robert,It cannot be said
68,Robert helped create an internet viral video.,The man directed the video.,Who is the man?,"['A different man from Robert', 'Robert', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Robert helped create an internet viral video.
Target sentence: The man directed the video.
Question: Who is the man?
Choices:

1. A different man from Robert
2. Robert
3. It cannot be said
 The correct answer is:","[('A different man from Robert', 0.21829842031002045), ('Robert', 0.6316673755645752), ('It cannot be said', 0.15003414452075958)]","[('A different man from Robert', 0.21722477674484253), ('Robert', 0.07052256166934967), ('It cannot be said', 0.7122526168823242)]",Robert,It cannot be said
69,Nick gets jock itch a lot.,The guy is an artist.,Who is the guy?,"['A different guy from Nick', 'Nick', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Nick gets jock itch a lot.
Target sentence: The guy is an artist.
Question: Who is the guy?
Choices:

1. A different guy from Nick
2. Nick
3. It cannot be said
 The correct answer is:","[('A different guy from Nick', 0.3274258077144623), ('Nick', 0.44753798842430115), ('It cannot be said', 0.22503623366355896)]","[('A different guy from Nick', 0.1432962864637375), ('Nick', 0.005914543755352497), ('It cannot be said', 0.8507891893386841)]",Nick,It cannot be said
70,Nick gets jock itch a lot.,The guy is an athlete.,Who is the guy?,"['A different guy from Nick', 'Nick', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Nick gets jock itch a lot.
Target sentence: The guy is an athlete.
Question: Who is the guy?
Choices:

1. A different guy from Nick
2. Nick
3. It cannot be said
 The correct answer is:","[('A different guy from Nick', 0.29086434841156006), ('Nick', 0.5434061288833618), ('It cannot be said', 0.16572950780391693)]","[('A different guy from Nick', 0.2108006477355957), ('Nick', 0.005979953799396753), ('It cannot be said', 0.7832193970680237)]",Nick,It cannot be said
71,Learning to play a glockenspiel was instinctual for Derrick,The guy is arty.,Who is the guy?,"['A different guy from Derrick', 'Derrick', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Learning to play a glockenspiel was instinctual for Derrick
Target sentence: The guy is arty.
Question: Who is the guy?
Choices:

1. A different guy from Derrick
2. Derrick
3. It cannot be said
 The correct answer is:","[('A different guy from Derrick', 0.24177764356136322), ('Derrick', 0.5448543429374695), ('It cannot be said', 0.2133680135011673)]","[('A different guy from Derrick', 0.07234817743301392), ('Derrick', 0.018292484804987907), ('It cannot be said', 0.909359335899353)]",Derrick,It cannot be said
72,Learning to play a glockenspiel was instinctual for Derrick,The guy is unmusical.,Who is the guy?,"['A different guy from Derrick', 'Derrick', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Learning to play a glockenspiel was instinctual for Derrick
Target sentence: The guy is unmusical.
Question: Who is the guy?
Choices:

1. A different guy from Derrick
2. Derrick
3. It cannot be said
 The correct answer is:","[('A different guy from Derrick', 0.26542529463768005), ('Derrick', 0.5278612375259399), ('It cannot be said', 0.20671342313289642)]","[('A different guy from Derrick', 0.08753275871276855), ('Derrick', 0.02841772697865963), ('It cannot be said', 0.8840495347976685)]",Derrick,It cannot be said
73,Sunday afternoon Laura made some buttermilk biscuits.,The girl made quick work of making them.,Who is the girl?,"['A different girl from Laura', 'Laura', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Sunday afternoon Laura made some buttermilk biscuits.
Target sentence: The girl made quick work of making them.
Question: Who is the girl?
Choices:

1. A different girl from Laura
2. Laura
3. It cannot be said
 The correct answer is:","[('A different girl from Laura', 0.1931384801864624), ('Laura', 0.6741195321083069), ('It cannot be said', 0.1327420026063919)]","[('A different girl from Laura', 0.16267752647399902), ('Laura', 0.366599440574646), ('It cannot be said', 0.4707230031490326)]",Laura,It cannot be said
74,Sunday afternoon Laura made some buttermilk biscuits.,The girl made quick work of eating them.,Who is the girl?,"['A different girl from Laura', 'Laura', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Sunday afternoon Laura made some buttermilk biscuits.
Target sentence: The girl made quick work of eating them.
Question: Who is the girl?
Choices:

1. A different girl from Laura
2. Laura
3. It cannot be said
 The correct answer is:","[('A different girl from Laura', 0.19771933555603027), ('Laura', 0.6482967138290405), ('It cannot be said', 0.1539839655160904)]","[('A different girl from Laura', 0.1463600993156433), ('Laura', 0.37374359369277954), ('It cannot be said', 0.47989627718925476)]",Laura,It cannot be said
75,Adam had to schedule a visit a dermatologist,The guy had bad skin.,Who is the guy?,"['A different guy from Adam', 'Adam', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Adam had to schedule a visit a dermatologist
Target sentence: The guy had bad skin.
Question: Who is the guy?
Choices:

1. A different guy from Adam
2. Adam
3. It cannot be said
 The correct answer is:","[('A different guy from Adam', 0.32424458861351013), ('Adam', 0.5021998286247253), ('It cannot be said', 0.1735556274652481)]","[('A different guy from Adam', 0.18304970860481262), ('Adam', 0.046282216906547546), ('It cannot be said', 0.770668089389801)]",Adam,It cannot be said
76,Adam had to schedule a visit a dermatologist,The guy had good skin.,Who is the guy?,"['A different guy from Adam', 'Adam', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Adam had to schedule a visit a dermatologist
Target sentence: The guy had good skin.
Question: Who is the guy?
Choices:

1. A different guy from Adam
2. Adam
3. It cannot be said
 The correct answer is:","[('A different guy from Adam', 0.36279311776161194), ('Adam', 0.4658356010913849), ('It cannot be said', 0.17137134075164795)]","[('A different guy from Adam', 0.12153799086809158), ('Adam', 0.03482121229171753), ('It cannot be said', 0.8436408042907715)]",Adam,It cannot be said
77,Maria rode the bus to work,The woman had an unexpired license.,Who is the woman?,"['A different woman from Maria', 'Maria', 'It cannot be said']",,[1],"Task: I'll give you a context utterance and a target sentence and three options. Then, a question about the target sentence. You must choose the most probable answer. Answer with the number correspondent to the right option. Context utterance: Maria rode the bus to work
Target sentence: The woman had an unexpired license.
Question: Who is the woman?
Choices:

1. A different woman from Maria
2. Maria
3. It cannot be said
 The correct answer is:","[('A different woman from Maria', 0.21620634198188782), ('Maria', 0.6256137490272522), ('It cannot be said', 0.15817992389202118)]","[('A different woman from Maria', 0.06160404160618782), ('Maria', 0.276090145111084), ('It cannot be said', 0.6623058319091797)]",Maria,It cannot be said
